OBJECTID;CODIGO;nombre;CATEGORIA;TECNOLOGIA;ESTADO;FECHA_INSTALACION;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERATIVA;AREA_HIDROGRAFICA;ZONA_HIDROGRAFICA;observacion;CORRIENTE;FECHA_SUSPENSION;SUBZONA_HIDROGRAFICA;ENTIDAD;subred
3514;25028080;CARMEN EL [25028080];Limnimétrica;Convencional;Suspendida;1976-06-15;20;9.01666667;-74.76666667;Bolívar;Magangué;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;;Cno La Mojana;1981-07-15;Bajo San Jorge - La Mojana;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3515;29047060;PLANTA EL RIO [29047060];Limnimétrica;Convencional;Suspendida;1978-06-15;4;10.96666667;-74.76666667;Atlantico;Barranquilla;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena;;Magdalena;1988-01-15;Directos al Bajo Magdalena entre Calamar y desembocadura;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3516;13027010;ESMERALDA LA [13027010];Limnimétrica;Convencional;Suspendida;1990-06-15;170;7.75;-76.25;Córdoba;Tierralta;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;;Esmeralda;2001-12-15;Alto Sinú - Urrá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3517;25027580;GUAYMARAL [25027580];Limnimétrica;Convencional;Suspendida;1974-03-15;18;9.11513889;-74.59516667;Bolívar;Mompós;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena;;(Chicagua)Magdalena;2012-03-26;Directos Bajo Magdalena entre El Banco y El Plato;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3518;15010050;CIENAGA GRANDE [15010050];Pluviométrica;Convencional;Suspendida;1967-03-15;20;11;-74.25;Magdalena;Ciénaga;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Magdalena Cauca;Bajo Magdalena;;Lago Cuesta Abaj;1978-03-15;Cga Grande de Santa Marta;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3519;15065140;TAJO SUR [15065140];Climática Principal;Convencional;Suspendida;1988-07-15;95;11.07688889;-72.675;La Guajira;Barrancas;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Rancheria;1989-04-15;Río Ranchería;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3520;15010150;TAGUA LA [15010150];Pluviométrica;Convencional;Suspendida;1967-09-15;2600;11.11666667;-74.05;Magdalena;Santa Marta;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Mar Caribe;1971-09-15;Río  Piedras - Río Manzanares;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3521;11130030;SAUTATA [11130030];Pluviométrica;Convencional;Suspendida;1967-01-15;5;7.86666667;-77.16666667;Chocó;Riosucio (Choco);Area Operativa 01 - Antioquia-Chocó;Caribe;Atrato - Darién;;Magdalena;1971-10-15;Río Tanela y otros Directos al Caribe;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3522;25027250;RETIRO EL [25027250];Limnimétrica;Convencional;Suspendida;1968-04-15;17;9.16666667;-74.71666667;Bolívar;Magangué;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena;;Bzo De Loba;1978-03-15;Directos Bajo Magdalena entre El Banco y El Plato;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3523;15065050;CAMP INTERCOR [15065050];Climática Principal;Convencional;Suspendida;1978-06-15;122;11.14286111;-72.51466667;La Guajira;Albania (La guajira);Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Ay Bruno;2016-01-06;Río Ranchería;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3524;15035010;ROSALES LOS HACIENDA [15035010];Climática Ordinaria;Convencional;Suspendida;1971-09-15;80;11.21666667;-73.45;La Guajira;Dibulla;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Canas;1975-06-15;Río Ancho y Otros Directos al caribe;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3525;38017020;SAN JOSE [38017020];Limnimétrica;Convencional;Suspendida;1983-02-15;57;6.05;-67.46666667;Vichada;Puerto Carreño;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Orinoco Directos;;Orinoco;1983-09-15;Directos Orinoco entre ríos Tomo y Meta (mi);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3526;35017050;RINCON DEL PAJURE [35017050];Limnimétrica;Convencional;Suspendida;1979-05-15;190;3.88333333;-73.11666667;Meta;San Carlos De Guaroa;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Meta;;Metica;1993-04-15;Rio Metica (Guamal - Humadea);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3527;36027020;CABUYA LA [36027020];Limnigráfica;Convencional;Suspendida;1984-02-15;545;6.15;-72.01666667;Casanare;Hato Corozal;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Casanare;;Casanare;1999-03-15;Río Casanare;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3528;27015120;PIEDRAS BLANCAS [27015120];Climática Ordinaria;Convencional;Suspendida;1970-12-15;2350;6.3;-75.5;Antioquia;Medellín;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Nechí;;Penderisco;1981-12-15;Río Porce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3529;24037280;PLAYA LA [24037280];Limnimétrica;Convencional;Suspendida;1995-09-15;150;6.38333333;-72.71666667;Boyacá;Covarachía;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Chicamocha;2005-09-15;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3530;26220060;TUNAL EL [26220060];Pluviométrica;Convencional;Suspendida;1985-12-15;650;6.58333333;-75.83333333;Antioquia;Santa Fe De Antioquia;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;Atrato;1989-05-15;Directos Río Cauca entre Río San Juan y Pto Valdia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3531;23140030;CARMEN EL [23140030];Pluviométrica;Convencional;Suspendida;1960-11-15;805;6.69638889;-73.51;Santander;El Carmen (Santander);Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;;Carare;1974-02-15;Río Opón;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3532;26177100;SANTA CLARA [26177100];Limnimétrica;Convencional;Suspendida;1978-05-15;520;5.95;-75.85;Antioquia;Concordia (Antioquia);Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;Cauca;2002-04-15;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3533;26207040;RODADERO EL [26207040];Limnigráfica;Convencional;Suspendida;1978-05-15;655;6;-75.8;Antioquia;Venecia (Antioquia);Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;Sinifana;2008-12-10;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3534;26087100;COLEGIO EL [26087100];Limnigráfica;Convencional;Suspendida;1972-01-15;198;3.46666667;-76.56666667;Valle del Cauca;Cali;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Aguacatal;1996-05-15;Ríos Cali;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3535;32077020;PUENTE CARRETERA [32077020];Limnimétrica;Convencional;Suspendida;1988-09-15;320;3.48333333;-73.73333333;Meta;Granada (Meta);Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;;Quebrada Sardinata;2002-06-15;Río Ariari;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3536;26117180;CARACOLI [26117180];Limnimétrica;Convencional;Suspendida;1979-10-15;915;4.55;-76.08333333;Valle del Cauca;Toro;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Canal Intercept;1996-03-15;Rios Pescador - RUT - Chanco - Catarina y Cañaveral;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3537;54025030;SAN JOSE [54025030];Climática Ordinaria;Convencional;Suspendida;1969-09-15;65;5.1;-76.6;Chocó;Condoto;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;San Juán;;Lengupa;1973-02-15;Río Tamaná y otros Directos San Juan;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3538;26037020;TRAVIEZA LA [26037020];Limnimétrica;Convencional;Suspendida;1966-05-15;1978;2.38333333;-76.65;Cauca;Popayán;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Hondo;1977-02-15;Rio Salado y otros directos Cauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3539;26035020;MUNCHIQUE [26035020];Climática Ordinaria;Convencional;Suspendida;1971-04-15;312;2.51666667;-76.96666667;Cauca;El Tambo (Cauca);Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;Tapaje - Dagua - Directos;;Sucio;1992-09-15;Río San Juan del Micay;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3540;23025020;ESPERANZA LA [23025020];Climática Ordinaria;Convencional;Suspendida;1970-10-15;208;5.26263889;-74.72913889;Tolima;Honda;Area Operativa 10 - Tolima;Magdalena Cauca;Medio Magdalena;;Negro;2016-01-06;Río Gualí;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3541;35195040;PAJARITO VILLA MAR [35195040];Climática Ordinaria;Convencional;Suspendida;1972-02-15;1100;5.28333333;-72.7;Casanare;Aguazul;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;;Quebrada Honda;1974-11-15;Río Cusiana;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3542;53045010;BONANZA [53045010];Climática Principal;Convencional;Suspendida;1966-10-15;10;2.56666667;-77.88333333;Cauca;Guapi;Area Operativa 07 - Nariño-Putumayo;Pacifico;Tapaje - Dagua - Directos;;Neiva;2008-03-31;Río Guapi;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3543;26095110;ICA-BALBOA [26095110];Climática Ordinaria;Convencional;Suspendida;1961-11-15;960;3.93333333;-76.3;Valle del Cauca;Buga;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Ortega;1997-01-15;Ríos Guadalajara y San Pedro;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3544;21247040;BOCATOMA [21247040];Limnimétrica;Convencional;Suspendida;1972-03-15;420;4.69205556;-74.95813889;Tolima;Venadillo;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;;Totare Rio;2002-02-15;Río Totare;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3545;32047020;BAJO GUAYABERO [32047020];Limnimétrica;Convencional;Suspendida;1980-07-15;177;2.61369444;-72.81375;Guaviare;San José Del Guaviare;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;;Guayabero;2013-09-20;Alto Guaviare;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3546;22055030;SANTA HELENA [22055030];Climática Ordinaria;Convencional;Suspendida;1963-05-15;300;3.98605556;-74.89880556;Tolima;Purificación;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;;Cucuana;2010-10-22;Bajo Saldaña;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3547;54035020;ARGELIA EL RECREO [54035020];Climática Ordinaria;Convencional;Suspendida;1972-03-15;1600;4.73333333;-76.11666667;Valle del Cauca;Argelia (Valle del cauca);Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;San Juán;;Otun;1998-01-15;Río Sipí;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3548;35217050;PUERTO TOCARIA [35217050];Limnigráfica;Convencional;Suspendida;1978-08-15;210;5.4;-72.18333333;Casanare;Nunchía;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;;Tocaria;1981-09-15;Río Cravo Sur;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3549;53040020;PLAYA CHACON [53040020];Pluviométrica;Convencional;Suspendida;1966-09-15;30;2.68333333;-77.71666667;Cauca;Timbiquí;Area Operativa 07 - Nariño-Putumayo;Pacifico;Tapaje - Dagua - Directos;;Teatinos;1970-12-15;Río Guapi;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3550;53070040;CAMP EL PORVENIR [53070040];Pluviográfica;Convencional;Suspendida;1987-05-15;200;2.76666667;-77.06666667;Cauca;El Tambo (Cauca);Area Operativa 07 - Nariño-Putumayo;Pacifico;Tapaje - Dagua - Directos;;Magdalena;1988-08-15;Río San Juan del Micay;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3551;26107160;PUENTE CARRETERA [26107160];Limnimétrica;Convencional;Suspendida;1974-10-15;958;4.08333333;-76.18333333;Valle del Cauca;Tuluá;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Tulua;1976-09-15;Ríos Tulua y Morales;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3552;26100820;RAFAELA LA [26100820];Pluviométrica;Convencional;Suspendida;1975-01-15;928;4.11666667;-76.2;Valle del Cauca;Tuluá;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Canal Pachaquiar;1997-06-15;Ríos Tulua y Morales;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3553;21130070;SAN PEDRO [21130070];Pluviométrica;Convencional;Suspendida;1971-09-15;850;3.25;-75.45;Huila;Aipe;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;;Jamundi;1995-04-15;Río Aipe, Río Chenche y otros directos al Magdalena;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3554;32070050;PUERTO LLERAS [32070050];Pluviométrica;Convencional;Suspendida;1979-07-15;245;3.28333333;-73.38333333;Meta;Puerto Lleras;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;;Ariari;1990-06-15;Río Ariari;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3555;35065020;MAMBITA [35065020];Climática Ordinaria;Convencional;Suspendida;1972-09-15;840;4.76666667;-73.33333333;Cundinamarca;Ubalá;Area Operativa 11 - Cundinamarca-Amazonas;Orinoco;Meta;;Otun;1982-07-15;Río Guavio;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3556;21250540;BOCATOMA C NORTE [21250540];Pluviométrica;Convencional;Suspendida;1983-07-15;340;4.78333333;-74.8;Tolima;Ambalema;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;;Recio;2002-02-15;Río Lagunilla y Otros Directos al Magdalena;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3557;21217080;CANAL GUALANDAY [21217080];Limnimétrica;Convencional;Suspendida;1960-10-15;453;4.25;-75.01666667;Tolima;Espinal;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;;Coello;1981-02-15;Río Coello;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3558;26130190;BOQUERON [26130190];Pluviométrica;Convencional;Suspendida;1970-09-15;1730;4.83333333;-75.66666667;RIsaralda;Santa Rosa De Cabal;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Claro;1980-08-15;Río Otún y otros directos al Cauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3559;26115030;TIERRABLANCA [26115030];Climática Ordinaria;Convencional;Suspendida;1967-01-15;916;4.41666667;-76.1;Valle del Cauca;Roldanillo;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Anaime;1990-01-15;Rios Pescador - RUT - Chanco - Catarina y Cañaveral;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3560;35227010;SAN MIGUEL [35227010];Limnimétrica;Convencional;Suspendida;1978-04-15;132;4.83333333;-71.43333333;Casanare;Orocué;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;;Cno Butaquito;1981-11-15;Caño Guanápalo y otros directos al Meta;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3561;21250610;ALSACIA [21250610];Pluviométrica;Convencional;Suspendida;1983-07-15;310;4.85;-74.78333333;Tolima;Ambalema;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;;Dosquebradas;2002-02-15;Río Lagunilla y Otros Directos al Magdalena;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3562;26170160;NACIONAL LA GRANJA [26170160];Pluviométrica;Convencional;Suspendida;1970-09-15;1190;5.71666667;-75.71666667;Antioquia;Támesis;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;Chulo;1978-02-15;Río Frío y Otros Directos al Cauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3563;32087040;CANDILEJAS [32087040];Limnigráfica;Convencional;Suspendida;1983-02-15;184;2.83333333;-73.08333333;Meta;Puerto Rico (Meta);Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;;Ariari;2005-09-15;Río Ariari;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3564;22077020;HATO VIEJO [22077020];Limnimétrica;Convencional;Suspendida;1958-11-15;620;4.15;-75.26666667;Tolima;Rovira;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;;Tuamo;1972-10-15;Rïo Cucuana;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3565;26040320;TACUEYO [26040320];Pluviográfica;Convencional;Suspendida;1966-01-15;1780;3.05;-76.23333333;Cauca;Toribío;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Quinamayo;1971-07-15;Río Palo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3566;26070090;PENON EL [26070090];Pluviométrica;Convencional;Suspendida;1953-05-15;1200;3.31666667;-76.23333333;Valle del Cauca;Florida;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Chicamocha;1972-01-15;Río Guachal (Bolo - Fraile y Párraga);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3567;35035060;HACHON EL [35035060];Climática Ordinaria;Convencional;Suspendida;1967-09-15;420;4.16666667;-73.6;Meta;Villavicencio;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Meta;;San Juan;1971-01-15;Río Guatiquía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3568;35067140;MAMBITA [35067140];Limnigráfica;Convencional;Suspendida;1972-02-15;518;4.78333333;-73.31666667;Cundinamarca;Ubalá;Area Operativa 11 - Cundinamarca-Amazonas;Orinoco;Meta;;Guavio;1983-08-15;Río Guavio;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3569;35035030;SALINAS DE UPIN [35035030];Climática Ordinaria;Convencional;Suspendida;1960-01-15;450;4.3;-73.56666667;Meta;Restrepo (Meta);Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Meta;;Bogota;1993-01-15;Río Guatiquía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3570;38010020;RONCADOR [38010020];Pluviométrica;Convencional;Suspendida;1984-02-15;62;5.85;-67.61666667;Vichada;Puerto Carreño;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Orinoco Directos;;Guejar;2002-02-15;Directos Orinoco entre ríos Tomo y Meta (mi);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3571;26135080;UNIV PEREIRA-UTP [26135080];Climática Ordinaria;Convencional;Suspendida;1963-03-15;1354;4.8;-75.7;RIsaralda;Pereira;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Consota;1971-08-15;Río La Vieja;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3572;35097020;CANAL DESVIACION [35097020];Limnimétrica;Convencional;Suspendida;1964-02-15;32;5.51666667;-72.93333333;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;;Olarte;1998-12-15;Lago de Tota;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3573;21255150;GARCIA HACIENDA [21255150];Climática Principal;Convencional;Suspendida;1986-12-15;350;4.85541667;-74.89155556;Tolima;Lérida;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;;Rucio;2014-08-28;Río Lagunilla y Otros Directos al Magdalena;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3574;35060310;QUEBRADA LOS TRABAJOS [35060310];Pluviométrica;Convencional;Suspendida;1979-09-15;1800;4.86666667;-73.36666667;Boyacá;Almeida;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;;San Eugenio;1985-04-15;Río Guavio;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3575;24010730;CUEVA LA HACIENDA [24010730];Pluviométrica;Convencional;Suspendida;1987-04-15;350;5.63333333;-73.36666667;Boyacá;Motavita;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;La Chorrera;1998-09-15;Río Suárez;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3576;21117130;HATO BERMEJO [21117130];Limnimétrica;Convencional;Suspendida;1983-06-15;740;2.91666667;-75.16666667;Huila;Neiva;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;;Quebrada Los Micos;1999-10-15;Rio Fortalecillas y otros;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3577;21117140;CARACOLI [21117140];Limnimétrica;Convencional;Suspendida;1984-06-15;640;3.11666667;-75.03333333;Huila;Baraya;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;;Quebrada La Nutria;2002-02-15;Rio Fortalecillas y otros;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3578;21117020;PORVENIR EL [21117020];Limnimétrica;Convencional;Suspendida;1965-06-15;450;3.18333333;-75.26666667;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;;Magdalena;1988-05-15;Río Baché;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3579;26135250;SIERRA LA [26135250];Meteorológica Especial;Convencional;Suspendida;1983-03-15;3750;4.8;-75.48333333;RIsaralda;Santa Rosa De Cabal;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Otun;1986-12-15;Río Otún y otros directos al Cauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3580;26135260;BERLIN [26135260];Meteorológica Especial;Convencional;Suspendida;1983-03-15;3250;4.81666667;-75.51666667;RIsaralda;Santa Rosa De Cabal;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Negro;1986-12-15;Río Otún y otros directos al Cauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3581;21195130;ITUC [21195130];Climática Ordinaria;Convencional;Suspendida;1989-10-15;1650;4.33333333;-74.38333333;Cundinamarca;Fusagasugá;Area Operativa 11 - Cundinamarca-Amazonas;Magdalena Cauca;Alto Magdalena;;Meta;1993-09-15;Río Sumapaz;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3582;35107020;VISO EL [35107020];Limnigráfica;Convencional;Suspendida;1976-05-15;169;4.35;-72.78333333;Meta;Cabuyaro;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Meta;;Upia;1995-06-15;Río Upía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
3583;24010040;RAQUIRA [24010040];Pluviométrica;Convencional;Suspendida;1948-09-15;2290;5.53877778;-73.63136111;Boyacá;Ráquira;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Meta;1968-01-15;Río Suárez;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
